dia_semana,ano,data,adversario,publico_pagante,publico_presente,renda_bruta,estadio,campeonato,placar,horario
"quarta-feira,",2013,21 de agosto,Flamengo,33.645,35.438,"R$ 1.660.580,00",Mineirão,Jogo de ida - Oitavas de Final da Copa do Brasil 2013,2 × 1,às 21:50
"sábado,",2013,24 de agosto,Cruzeiro,5.874,Não disponível,"R$ 103.755,00",Moisés Lucarelli,16ª rodada do Campeonato Brasileiro 2013,0 × 2,às 18:30
"quarta-feira,",2013,28 de agosto,Cruzeiro,47.103,53.538,"R$ 2.266.070,00",Maracanã,Jogo de volta - Oitavas de Final da Copa do Brasil 2013,1 × 0,às 21:50
"domingo,",2013,1 de setembro,Vasco,17.908 (9.521 sócios),18.607,"R$ 808.607,00",Mineirão,17ª rodada do Campeonato Brasileiro 2013,5 × 3,às 18:30
"quarta-feira,",2013,4 de setembro,Cruzeiro,9.120,10.502,"R$ 228.487,00",Fonte Nova,18ª rodada do Campeonato Brasileiro 2013,1 × 3,às 22:00
"domingo,",2013,8 de setembro,Flamengo,35.628 (14.807 sócios),37.466,"R$ 2.137.575,00",Mineirão,19ª rodada do Campeonato Brasileiro 2013,1 × 0,às 16:00
"quarta-feira,",2013,11 de setembro,Cruzeiro,10.786,Não disponível,"R$ 230.580,00",Serra Dourada,20ª rodada do Campeonato Brasileiro 2013,1 × 2,às 21:00
"sábado,",2013,14 de setembro,Atlético-PR,30.339 (14.020 sócios),31.660,"R$ 1.329.370,00",Mineirão,21ª rodada do Campeonato Brasileiro 2013,1 × 0,às 18:30
"quarta-feira,",2013,18 de setembro,Botafogo,44.504 (18.045 sócios),46.167,"R$ 2.337.530,00",Mineirão,22ª rodada do Campeonato Brasileiro 2013,3 × 0,às 22:00
"domingo,",2013,22 de setembro,Cruzeiro,27.053,28.740,"R$ 846.011,00",Pacaembu,23ª rodada do Campeonato Brasileiro 2013,0 × 0,às 16:00
"domingo,",2013,29 de setembro,Cruzeiro,5.434,6.291,"R$ 161.060,00",Estádio do Vale,24ª rodada do Campeonato Brasileiro 2013,1 × 2,às 18:30
"quarta-feira,",2013,2 de outubro,Portuguesa,32.016 (16.031 sócios),33.633,"R$ 1.346.630,00",Mineirão,25ª rodada do Campeonato Brasileiro 2013,4 × 0,às 19:30
"domingo,",2013,6 de outubro,Cruzeiro,20.661,Não disponível,"R$ 528.715,00",Arena Pernambuco,26ª rodada do Campeonato Brasileiro 2013,1 × 4,às 16:00
"quarta-feira,",2013,9 de outubro,São Paulo,40.743 (19.606 sócios),Não disponível,"R$ 1.899.595,00",Mineirão,27ª rodada do Campeonato Brasileiro 2013,0 × 2,às 21:50
"domingo,",2013,13 de outubro,Cruzeiro,15.361,Não disponível,"R$ 574.655,00",Independência,28ª rodada do Campeonato Brasileiro 2013,1 × 0,às 16:00
"quarta-feira,",2013,16 de outubro,Fluminense,31.564 (17.154 sócios),33.408,"R$ 1.270.930,00",Mineirão,29ª rodada do Campeonato Brasileiro 2013,1 × 0,às 19:30
"domingo,",2013,20 de outubro,Cruzeiro,14.402,16.627,"R$ 283.752,50",Couto Pereira,30ª rodada do Campeonato Brasileiro 2013,2 × 1,às 18:30
"sábado,",2013,26 de outubro,Criciúma,38.378 (18.731 sócios),40.729,"R$ 1.769.440,00",Mineirão,31ª rodada do Campeonato Brasileiro 2013,5 × 3,às 18:30
"domingo,",2013,3 de novembro,Cruzeiro,9.460,Não disponível,"R$ 268.156,00",Vila Belmiro,32ª rodada do Campeonato Brasileiro 2013,0 × 1,às 17:00
"domingo,",2013,10 de novembro,Grêmio,56.854 (29.516 sócios),58.113,"R$ 5.231.711,00",Mineirão,33ª rodada do Campeonato Brasileiro 2013,3 × 0,às 17:00
"quarta-feira,",2013,13 de novembro,Cruzeiro,27.168,Não disponível,"R$ 361.447,00",Barradão,34ª rodada do Campeonato Brasileiro 2013,1 × 3,às 21:50
"domingo,",2013,17 de novembro,Ponte Preta,13.168 (466 sócios),Não disponível,"R$ 560.750,00",Parque do Sabiá,35ª rodada do Campeonato Brasileiro 2013,2 × 2,às 17:00
"sábado,",2013,23 de novembro,Cruzeiro,32.988,38.654,"R$ 667.340,00",Maracanã,36ª rodada do Campeonato Brasileiro 2013,2 × 1,às 19:30
"domingo,",2013,1 de dezembro,Bahia,47.999 (24.274 sócios),47.999,"R$ 2.224.495,00",Mineirão,37ª rodada do Campeonato Brasileiro 2013,1 × 2,às 17:00
"sábado,",2013,7 de dezembro,Cruzeiro,32.624,41.272,"R$ 1.304.305,00",Maracanã,38ª rodada do Campeonato Brasileiro 2013,1 × 1,às 19:00
"domingo,",2014,26 de janeiro,URT,11.843,12.864,"R$ 409.190,00",Mineirão,1ª rodada do Campeonato Mineiro 2014,1 × 0,às 17:00
"sábado,",2014,1 de fevereiro,Cruzeiro,2.036,Não disponível,"R$ 82.370,00",Ronaldão,2ª rodada do Campeonato Mineiro 2014,0 × 0,às 19:30
"quarta-feira,",2014,5 de fevereiro,Villa Nova-MG,8.074,8.971,"R$ 229.715,00",Mineirão,3ª rodada do Campeonato Mineiro 2014,3 × 1,às 19:30
"domingo,",2014,9 de fevereiro,América-MG,12.571,13.541,"R$ 628.050,00",Mineirão,4ª rodada do Campeonato Mineiro 2014,2 × 0,às 17:00
"quarta-feira,",2014,12 de fevereiro,Cruzeiro,Não disponível,Não disponível,Não informado,Huancayo,1ª rodada - Fase de Grupos da Copa Libertadores da América 2014,2 × 1,às 22:00
"domingo,",2014,16 de fevereiro,Cruzeiro,18.231,Não disponível,"R$ 534.590,00",Independência,5ª rodada do Campeonato Mineiro 2014,0 × 0,às 16:00
"quarta-feira,",2014,19 de fevereiro,Guarani-MG,6.304,7.117,"R$ 174.965,00",Mineirão,6ª rodada do Campeonato Mineiro 2014,2 × 0,às 21:50
"sábado,",2014,22 de fevereiro,Cruzeiro,5.451,Não disponível,"R$ 80.290,00",Melão,7ª rodada do Campeonato Mineiro 2014,1 × 3,às 18:30
"terça-feira,",2014,25 de fevereiro,Universidad de Chile,27.757,29.120,"R$ 957.725,00",Mineirão,2ª rodada - Fase de Grupos da Copa Libertadores da América 2014,5 × 1,às 17:30
"sábado,",2014,1 de março,Minas Futebol,9.444,Não disponível,"R$ 309.065,00",Mineirão,8ª rodada do Campeonato Mineiro 2014,4 × 0,às 16:30
"quarta-feira,",2014,5 de março,Cruzeiro,Não disponível,Não disponível,Não informado,Soares de Azevedo,9ª rodada do Campeonato Mineiro 2014,1 × 4,às 19:30
"sábado,",2014,8 de março,Tupi,11.624,12.669,"R$ 358.095,00",Mineirão,10ª rodada do Campeonato Mineiro 2014,2 × 1,às 18:30
"terça-feira,",2014,11 de março,Cruzeiro,Não disponível,Não disponível,Não informado,El Franzini,3ª rodada - Fase de Grupos da Copa Libertadores da América 2014,2 × 0,às 19:00
"domingo,",2014,16 de março,Cruzeiro,1.031,Não disponível,"R$ 25.100,00",Almeidão-MG,11ª rodada do Campeonato Mineiro 2014,0 × 3,às 16:00
"quinta-feira,",2014,20 de março,Defensor,37.310,39.983,"R$ 1.284.320,00",Mineirão,4ª rodada - Fase de grupos da Copa Libertadores da América 2014,2 × 2,às 22:00
"domingo,",2014,23 de março,Cruzeiro,3.308,Não disponível,"R$ 62.350,00",Melão,Jogo de ida da Semi-Final do Campeonato Mineiro 2014,0 × 1,às 18:30
"domingo,",2014,30 de março,Boa Esporte,12.587,Não disponível,"R$ 404.785,00",Mineirão,Jogo de volta - Semi-Final do Campeonato Mineiro 2014,2 × 1,às 16:00
"quinta-feira,",2014,3 de abril,Cruzeiro,35.000,Não disponível,Não informado,Nacional de Chile,5ª rodada - Fase de grupos da Copa Libertadores da América 2014,0 × 2,às 21:00
"domingo,",2014,6 de abril,Cruzeiro,22.342,Não disponível,"R$ 697.225,00",Independência,Jogo de ida - Final do Campeonato Mineiro 2014,0 × 0,às 16:00
"quarta-feira,",2014,9 de abril,Real Garcilaso,42.775,44.159,"R$ 1.706.160,00",Mineirão,6ª rodada - Fase de Grupos da Copa Libertadores da América 2014,3 × 0,às 22:00
"domingo,",2014,13 de abril,Atlético-MG,48.818 (37.711 sócios),48.818,"R$ 2.322.088,00",Mineirão,Jogo de volta - Final do Campeonato Mineiro 2014,0 × 0,às 16:00
"quarta-feira,",2014,16 de abril,Cerro Porteño,36.583,38.219,"R$ 1.213.445,00",Mineirão,Jogo de ida - Oitavas de Final da Copa Libertadores da América 2014,1 × 1,às 22:00
"domingo,",2014,20 de abril,Cruzeiro,9.348,11.093,"R$ 268.416,00",Fonte Nova,1ª rodada do Campeonato Brasileiro 2014,1 × 2,às 16:00
"domingo,",2014,27 de abril,São Paulo,17.530 (133 sócios),17.530,"R$ 635.780,00",Parque do Sabiá,2ª rodada do Campeonato Brasileiro 2014,1 × 1,às 16:00
"quarta-feira,",2014,30 de abril,Cruzeiro,27.000,Não disponível,Não informado,La Olla Azulgrana,Jogo de volta - Oitavas de Final da Copa Libertadores da América 2014,0 × 2,às 22:00
"sábado,",2014,3 de maio,Cruzeiro,12.093,Não disponível,"R$ 883.065,00",Mané Garrincha,3ª rodada do Campeonato Brasileiro 2014,2 × 3,às 18:30
"quarta-feira,",2014,7 de maio,Cruzeiro,41.000,Não disponível,Não informado,El Nuevo Gasómetro,Jogo de ida - Oitavas de final da Copa Libertadores da América 2014,1 × 0,às 22:00
"domingo,",2014,11 de maio,Cruzeiro,9.041,Não disponível,"R$ 228.435,00",Independência,4ª rodada do Campeonato Brasileiro 2014,2 × 1,às 16:00
"quarta-feira,",2014,14 de maio,San Lorenzo,41.986,44.220,"R$ 2.678.157,50",Mineirão,Jogo de volta - Quartas de Final da Copa Libertadores da América 2014,1 × 1,às 22:00
"sábado,",2014,17 de maio,Coritiba,11.603 (8.828 sócios),13.069,"R$ 378.245,00",Mineirão,5ª rodada do Campeonato Brasileiro 2014,3 × 2,às 18:30
"quarta-feira,",2014,21 de maio,Sport,13.679 (11.627 sócios),15.067,"R$ 403.720,00",Mineirão,6ª rodada do Campeonato Brasileiro 2014,2 × 0,às 21:00
"domingo,",2014,25 de maio,Cruzeiro,7.541,Não disponível,"R$ 213.860,00",Francisco Stédile,7ª rodada do Campeonato Brasileiro 2014,1 × 3,às 18:30
"quarta-feira,",2014,28 de maio,Cruzeiro,17.784,Não disponível,"R$ 546.413,00",Canindé,8ª rodada do Campeonato Brasileiro 2014,1 × 0,às 22:00
"domingo,",2014,1 de junho,Flamengo,10.283 (0 sócios),10.283,"R$ 323.060,00",Parque do Sabiá,9ª rodada do Campeonato Brasileiro 2014,3 × 0,às 16:00
"domingo,",2014,22 de junho,Cruzeiro,5.000,Não disponível,Não informado,Bowditch Stadium,Amistosos 2014,1 × 5,às 16:00
"terça-feira,",2014,24 de junho,Cruzeiro,Não disponível,Não disponível,Não informado,Veterans Memorial Stadium,Amistoso 2014,1 × 2,às 20:30
"sexta-feira,",2014,27 de junho,Cruzeiro,Não disponível,Não disponível,Não informado,Cotton Bowl,Amistoso 2014,3 × 5,às 21:30
"quinta-feira,",2014,3 de julho,Cruzeiro,Não disponível,Não disponível,Não informado,BBVA Compass Stadium,Amistoso 2014,0 × 2,às 22:00
"domingo,",2014,6 de julho,Cruzeiro,15.171,Não disponível,Não informado,Sunbowl Stadium,Amistoso 2014,0 × 2,às 23h
"quinta-feira,",2014,17 de julho,Vitória,24.156 (18.381 sócios),25.810,"R$ 970.604,00",Mineirão,10ª rodada do Campeonato Brasileiro 2014,3 × 1,às 21:00
"domingo,",2014,20 de julho,Cruzeiro,14.970,16.715,"R$ 627.637,50",Pacaembu,11ª rodada do Campeonato Brasileiro 2014,1 × 2,às 16:00
"sábado,",2014,26 de julho,Figueirense,21.192 (14.858 sócios),23.319,"R$ 926.038,00",Mineirão,12ª rodada do Campeonato Brasileiro 2014,5 × 0,às 18:30
"sábado,",2014,2 de agosto,Cruzeiro,11.975,13.535,"R$ 419.650,00",Maracanã,13ª rodada do Campeonato Brasileiro 2014,1 × 1,às 18:30
"sábado,",2014,9 de agosto,Cruzeiro,9.646,Não disponível,"R$ 136.390,00",Heriberto Hülse,14ª rodada do Campeonato Brasileiro 2014,0 × 0,às 18:30
"domingo,",2014,17 de agosto,Santos,39.215 (25.708 sócios),41.967,"R$ 2.047.658,00",Mineirão,15ª rodada do Campeonato Brasileiro 2014,3 × 0,às 16:00
"quinta-feira,",2014,21 de agosto,Grêmio,32.294 (24.587 sócios),34.335,"R$ 1.413.807,00",Mineirão,16ª rodada do Campeonato Brasileiro 2014,1 × 0,às 20:30
"domingo,",2014,24 de agosto,Cruzeiro,5.163,Não disponível,"R$ 207.470,00",Serra Dourada,17ª rodada do Campeonato Brasileiro 2014,0 × 1,às 18:30
"quarta-feira,",2014,27 de agosto,Santa Rita,15.048,16.474,"R$ 501.895,00",Mineirão,Jogo de ida - Oitavas de Finais da Copa do Brasil 2014,5 × 0,às 19:30
"sábado,",2014,30 de agosto,Chapecoense,26.682 (17.360 sócios),28.575,"R$ 1.203.320,00",Mineirão,18ª rodada do Campeonato Brasileiro 2014,4 × 2,às 18:30
"quarta-feira,",2014,3 de setembro,Cruzeiro,1.555,Não disponível,"R$ 19.420,00",Coaracy da Mata Fonseca,Jogo de volta - Oitavas de final da Copa do Brasil 2014,1 × 2,às 19:30
"domingo,",2014,7 de setembro,Cruzeiro,27.194,Não disponível,"R$ 617.385,00",Maracanã,19ª rodada do Campeonato Brasileiro 2014,3 × 3,às 16:00
"quinta-feira,",2014,11 de setembro,Bahia,20.861 (16.933 sócios),22.596,"R$ 767.253,00",Mineirão,20ª rodada do Campeonato Brasileiro 2014,2 × 1,às 20:30
"domingo,",2014,14 de setembro,Cruzeiro,58.627,Não disponível,"R$ 2.542.270,00",Morumbi,21ª rodada do Campeonato Brasileiro 2014,2 × 0,às 16:00
"quarta-feira,",2014,17 de setembro,Atlético-PR,17.850 (14.840 sócios),19.403,"R$ 631.678,00",Mineirão,22ª rodada do Campeonato Brasileiro 2014,2 × 0,às 19:30
"domingo,",2014,21 de setembro,Atlético-MG,49.534 (33.720 sócios),51.069,"R$ 3.810.281,00",Mineirão,23ª rodada do Campeonato Brasileiro 2014,2 × 3,às 16:00
"quarta-feira,",2014,24 de setembro,Cruzeiro,9.521,11.928,"R$ 171.099,00",Couto Pereira,24ª rodada do Campeonato Brasileiro 2014,1 × 2,às 19:30
"sábado,",2014,27 de setembro,Cruzeiro,23.236,Não disponível,"R$ 629.325,00",Arena Pernambuco,25ª rodada do Campeonato Brasileiro 2014,0 × 0,às 18:30
"quarta-feira,",2014,1 de outubro,ABC,12.522 (10.888 sócios),14.093,"R$ 406.115,00",Mineirão,Jodo de ida - Quartas de Final da Copa do Brasil 2014,1 × 0,às 19:30
"sábado,",2014,4 de outubro,Internacional,51.944 (34.944 sócios),51.944,"R$ 2.948.985,00",Mineirão,26ª rodada do Campeonato Brasileiro 2014,2 × 1,às 18:30
"quarta-feira,",2014,8 de outubro,Corinthians,32.958,34.668,"R$ 1.509.747,00",Mineirão,27ª rodada do Campeonato Brasileiro 2014,0 × 1,às 22:00
"domingo,",2014,12 de outubro,Cruzeiro,36.645,42.171,"R$ 1.408.615,00",Maracanã,28ª rodada do Campeonato Brasileiro 2014,3 × 0,às 16:00
"quarta-feira,",2014,15 de outubro,Cruzeiro,18.530,20.596,"R$ 772.565,00",Arena das Dunas,Jogo de volta - Quartas de Final da Copa do Brasil 2014,3 × 2,às 22:00
"domingo,",2014,19 de outubro,Cruzeiro,18.366,19.617,"R$ 176.436,00",Barradão,29ª rodada do Campeonato Brasileiro 2014,0 × 1,às 18:30
"quarta-feira,",2014,22 de outubro,Palmeiras,26.944,28.618,"R$ 1.122.208,00",Mineirão,30ª rodada do Campeonato Brasileiro 2014,1 × 1,às 19:30
"sábado,",2014,25 de outubro,Cruzeiro,8.234,Não disponível,"R$ 82.010,00",Orlando Scarpelli,31ª rodada do Campeonato Brasileiro 2014,1 × 1,às 16:20
"quarta-feira,",2014,29 de outubro,Santos,25.714,27.220,"R$ 1.029.363,00",Mineirão,Jogo de ida - Semi-Final da Copa do Brasil 2014,1 × 0,às 22:00
"domingo,",2014,2 de novembro,Botafogo,36.004,37.768,"R$ 1.807.922,00",Mineirão,32ª rodada do Campeonato Brasileiro 2014,2 × 1,às 17:00
"quarta-feira,",2014,5 de novembro,Cruzeiro,11.952,Não disponível,"R$ 444.760,00",Vila Belmiro,Jogo de volta - Semi-Final da Copa do Brasil 2014,3 × 3,às 22:00
"domingo,",2014,9 de novembro,Criciúma,28.475,30.275,"R$ 1.187.572,00",Mineirão,33ª rodada do Campeonato Brasileiro 2014,3 × 1,às 19:30
"quarta-feira,",2014,12 de novembro,Cruzeiro,18.578,18.578,"R$ 4.741.300,00",Independência,Jogo de ida - Final da Copa do Brasil 2014,2 × 0,às 22:00
"domingo,",2014,16 de novembro,Cruzeiro,4.094,Não disponível,"R$ 126.120,00",Vila Belmiro,34ª rodada do Campeonato Brasileiro 2014,0 × 1,às 17:00
"quinta-feira,",2014,20 de novembro,Cruzeiro,40.497,43.012,"R$ 1.441.011,00",Arena Grêmio,35ª rodada do Campeonato Brasileiro 2014,1 × 2,às 21:50
"domingo,",2014,23 de novembro,Goiás,56.729 (35.725 sócios),57.129,"R$ 3.609.142,00",Mineirão,36ª rodada do Campeonato Brasileiro 2014,2 × 1,às 17:00
"quarta-feira,",2014,26 de novembro,Atlético-MG,39.786 (34.003 sócios),39.786,"R$ 7.855.510,00",Mineirão,Jogo de volta - Final da Copa do Brasil 2014,0 × 1,às 22:00
"domingo,",2014,30 de novembro,Cruzeiro,8.067,8.467,"R$ 99.750,00",Arena Condá,37ª rodada do Campeonato Brasileiro 2014,1 × 1,às 17:00
"domingo,",2014,7 de dezembro,Fluminense,45.804 (36.051 sócios),46.908,"R$ 2.661.430,00",Mineirão,38ª rodada do Campeonato Brasileiro 2014,2 × 1,às 17:00
"domingo,",2015,18 de janeiro,Cruzeiro,2.637,3.119,"R$ 71.880,00",Estádio do Café,Amistosos 2015,1 × 0,às 17:00
"domingo,",2015,25 de janeiro,Shakhtar,6.872,Não disponível,"R$ 511.480,00",Mané Garrincha,Amistosos 2015,1 × 1,às 17:00
"domingo,",2015,1 de fevereiro,Cruzeiro,6.160,Não disponível,"R$ 307.225,00",Mamudão,1ª rodada do Campeonato Mineiro 2015,1 × 2,às 19:30
"domingo,",2015,8 de fevereiro,Caldense,10.455,Não disponível,"R$ 332.580,00",Mineirão,2ª rodada do Campeonato Mineiro 2015,1 × 1,às 17:00
"quarta-feira,",2015,11 de fevereiro,Cruzeiro,2.266,Não disponível,"R$ 114.360,00",Arena do Calçado,3ª rodada do Campeonato Brasileiro 2015,1 × 3,às 22:00
"sábado,",2015,21 de fevereiro,Boa Esporte,14.490,15.568,"R$ 550.345,00",Mineirão,4ª rodada do Campeonato Mineiro 2015,3 × 0,às 18:30
"quarta-feira,",2015,25 de fevereiro,Cruzeiro,18.000,Não disponível,Não informado,Olímpico Patria,1ª rodada - Fase de Grupos da Copa Libertadores da América 2015,0 × 0,às 22:00
"sábado,",2015,28 de fevereiro,Cruzeiro,7.548,Não disponível,"R$ 169.380,00",Mário Helênio,5ª rodada do Campeonato Mineiro 2015,0 × 3,às 16:00
"terça-feira,",2015,3 de março,Huracán,25.867,27.409,"R$ 987.767,00",Mineirão,2ª rodada - Fase de Grupos da Copa Libertadores da América 2015,0 × 0,às 22:00
"domingo,",2015,8 de março,Atlético-MG,34.412,35.390,"R$ 1.368.285,00",Mineirão,6ª rodada do Campeonato Mineiro 2015,1 × 1,às 16:00
"quarta-feira,",2015,11 de março,Cruzeiro,5.266,Não disponível,"R$ 150.620,00",Arena do Jacaré,7ª rodada do Campeonato Mineiro 2015,0 × 4,às 22:00
"quinta-feira,",2015,12 de março,Cruzeiro,4.000,Não disponível,Não informado,Municipal de Ibirité,Amistoso 2015,0 × 4,às 20:00
"quinta-feira,",2015,19 de março,Cruzeiro,10.000,Não disponível,Não informado,Cachamay,3ª rodada - Fase de Grupos da Copa Libertadores da América 2015,0 × 2,às 22:15
"domingo,",2015,22 de março,Cruzeiro,8.551,Não disponível,"R$ 224.110,00",Independência,9ª rodada do Campeonato Mineiro 2015,0 × 2,às 18:30
"quarta-feira,",2015,25 de março,Mamoré,5.978,6.850,"R$ 170.080,00",Mineirão,8ª rodada do Campeonato Mineiro 2015,1 × 1,às 22:00
"domingo,",2015,29 de março,Cruzeiro,3.795,Não disponível,"R$ 102.305,00",Zama Maciel,10ª rodada do Campeonato Mineiro 2015,0 × 2,às 16:00
"domingo,",2015,5 de abril,Tombense,8.421,9.381,"R$ 268.310,00",Mineirão,11ª rodada do Campeonato Mineiro 2015,1 × 2,às 16:00
"quarta-feira,",2015,8 de abril,Mineros de Guayana,17.750,18.748,"R$ 581.782,00",Mineirão,4ª rodada - Fase de grupos da Copa Libertadores da América 2015,3 × 0,às 22:00
"domingo,",2015,12 de abril,Cruzeiro,16.153,16.153,"R$ 742.045,00",Independência,Jogo de ida da Semi-Final do Campeonato Mineiro 2015,1 × 1,às 16:00
"terça-feira,",2015,14 de abril,Cruzeiro,Não disponível,Não disponível,Não informado,El Palacio,5ª rodada - Fase de grupos da Copa Libertadores da América 2015,3 × 1,às 19:00
"domingo,",2015,19 de abril,Atlético-MG,40.364 (29.371 sócios),40.364,"R$ 1.859.130,00",Mineirão,Jogo de volta da Semi-Final do Campeonato Mineiro 2015,1 × 2,às 16:00
"terça-feira,",2015,21 de abril,Universitario de Sucre,24.288,25.475,"R$ 874.080,00",Mineirão,6ª rodada - Fase de Grupos da Copa Libertadores da América 2015,2 × 0,às 20:30
"quarta-feira,",2015,6 de maio,Cruzeiro,66.369,Não disponível,"R$ 3.672.805,00",Morumbi,Jogo de ida - Oitavas de Final da Copa Libertadores da América 2015,1 × 0,às 22:00
"domingo,",2015,10 de maio,Corinthians,11.262 (0 sócios),Não disponível,"R$ 860.000,00",Arena Pantanal,1ª rodada do Campeonato Brasileiro 2015,0 × 1,às 16:00
"quarta-feira,",2015,13 de maio,São Paulo,37.319,39.867,"R$ 2.044.295,00",Mineirão,Jogo de volta - Oitavas de Final da Copa Libertadores da América 2015,1 × 0,às 19:30
"domingo,",2015,17 de maio,Cruzeiro,7.246,Não disponível,"R$ 250.060,00",Vila Belmiro,2ª rodada do Campeonato Brasileiro 2015,1 × 0,às 16:00
"quinta-feira,",2015,21 de maio,Cruzeiro,58.000,Não disponível,Não informado,Monumental de Núñez,Jogo de ida - Quartas de Final da Copa Libertadores da América 2015,0 × 1,às 22:00
"domingo,",2015,24 de maio,Ponte Preta,9.639 (8.276 sócios),10.645,"R$ 290.912,00",Mineirão,3ª rodada do Campeonato Brasileiro 2015,1 × 1,às 18:30
"quarta-feira,",2015,27 de maio,River Plate,54.898,55.951,"R$ 3.646.216,00",Mineirão,Jogo de volta - Quartas de Final da Copa Libertadores da América 2015,0 × 3,às 22:00
"domingo,",2015,31 de maio,Cruzeiro,6.211,Não disponível,"R$ 83.140,00",Orlando Scarpelli,4ª rodada do Campeonato Brasileiro 2015,2 × 1,às 18:30
"quarta-feira,",2015,3 de junho,Flamengo,12.071 (9.312 sócios),13.309,"R$ 453.633,00",Mineirão,5ª rodada do Campeonato Brasileiro 2015,1 × 0,às 22:00
"sábado,",2015,6 de junho,Cruzeiro,20.092,Não disponível,"R$ 979.435,00",Independência,6ª rodada do Campeonato Brasileiro 2015,1 × 3,às 18:30
"sábado,",2015,13 de junho,Cruzeiro,5.072,5.505,"R$ 121.310,00",São Januário,7ª rodada do Campeonato Brasileiro 2015,1 × 3,às 21:00
"domingo,",2015,21 de junho,Chapecoense,33.643 (21.260 sócios),35.473,"R$ 1.743.825,99",Mineirão,8ª rodada do Campeonato Brasileiro 2015,0 × 1,às 11:00
"domingo,",2015,28 de junho,Cruzeiro,12.396,Não disponível,"R$ 195.900,00",Couto Pereira,9ª rodada do Campeonato Brasileiro 2015,1 × 0,às 16:00
"quarta-feira,",2015,1 de julho,Cruzeiro,22.517,Não disponível,"R$ 672.287,00",Arena Grêmio,10ª rodada do Campeonato Brasileiro 2015,1 × 0,às 22:00
"sábado,",2015,4 de julho,Atlético-PR,7.427 (6.452 sócios),8.188,"R$ 232.378,65",Mineirão,11ª rodada do Campeonato Brasileiro 2015,2 × 0,às 21:00
"quinta-feira,",2015,9 de julho,Cruzeiro,16.391,Não disponível,"R$ 589.570,00",Maracanã,12ª rodada do Campeonato Brasileiro 2015,1 × 0,às 21:00
"domingo,",2015,12 de julho,Goiás,10.675 (8.545 sócios),11.812,"R$ 362.200,65",Mineirão,13ª rodada do Campeonato Brasileiro 2015,1 × 0,às 16:00
"domingo,",2015,19 de julho,Avaí,13.860 (10.603 sócios),15.346,"R$ 491.690,00",Mineirão,14ª rodada do Campeonato Brasileiro 2015,1 × 1,às 18:30
"domingo,",2015,26 de julho,Cruzeiro,29.468,Não disponível,"R$ 740.897,00",Morumbi,15ª rodada do Campeonato Brasileiro 2015,1 × 0,às 16:00
"domingo,",2015,2 de agosto,Cruzeiro,28.019,Não disponível,"R$ 751.130,00",Arena Pernambuco,16ª rodada do Campeonato Brasileiro 2015,0 × 0,às 18:30
"domingo,",2015,9 de agosto,Palmeiras,20.839 (16.824 sócios),20.839,"R$ 781.710,00",Mineirão,17ª rodada do Campeonato Brasileiro 2015,2 × 1,às 16:00
"quinta-feira,",2015,13 de agosto,Cruzeiro,10.498,Não disponível,"R$ 158.095,00",Arena Joinville,18ª rodada do Campeonato Brasileiro 2015,3 × 0,às 21:00
"domingo,",2015,16 de agosto,Internacional,14.166 (12.528 sócios),14.166,"R$ 449.105,00",Mineirão,19ª rodada do Campeonato Brasileiro 2015,0 × 0,às 16:00
"quarta-feira,",2015,19 de agosto,Cruzeiro,24.889,Não disponível,"R$ 1.621.115,00",Allianz Parque,Jogo de ida - Oitavas de Final da Copa do Brasil 2015,2 × 1,às 22:00
"domingo,",2015,23 de agosto,Cruzeiro,41.014,Não disponível,"R$ 2.671.941,50",Arena Corinthians,20ª rodada do Campeonato Brasileiro 2015,3 × 0,às 16:00
"quarta-feira,",2015,26 de agosto,Palmeiras,16.972 (15.100 sócios),Não disponível,"R$ 538.825,00",Mineirão,Jogo de volta - Oitavas de final da Copa do Brasil 2015,2 × 3,às 22:00
"domingo,",2015,30 de agosto,Santos,8.271 (7.293 sócios),8.271,"R$ 252.400,00",Mineirão,21ª rodada do Campeonato Brasileiro 2015,0 × 1,às 18:30
"quarta-feira,",2015,2 de setembro,Cruzeiro,5.343,Não disponível,"R$ 82.690,00",Moisés Lucarelli,22ª rodada do Campeonato Brasileiro 2015,1 × 2,às 19:30
"domingo,",2015,6 de setembro,Figueirense,39.042 (30.078 sócios),39.042,"R$ 1.228.560,00",Mineirão,23ª rodada do Campeonato Brasileiro 2015,5 × 1,às 11:00
"quinta-feira,",2015,10 de setembro,Cruzeiro,38.537,43.017,"R$ 1.124.448,00",Maracanã,24ª rodada do Campeonato Brasileiro 2015,2 × 0,às 21:00
"domingo,",2015,13 de setembro,Atlético-MG,45.991 (37.794 sócios),45.991,"R$ 1.605.850,00",Mineirão,25ª rodada do Campeonato Brasileiro 2015,1 × 1,às 16:00
"quarta-feira,",2015,16 de setembro,Vasco,19.888 (17.294 sócios),Não disponível,"R$ 518.245,00",Mineirão,26ª rodada do Campeonato Brasileiro 2015,2 × 2,às 22:00
"domingo,",2015,20 de setembro,Cruzeiro,5.121,5.915,"R$ 61.595,00",Arena Condá,27ª rodada do Campeonato Brasileiro 2015,0 × 2,às 18:30
"domingo,",2015,27 de setembro,Coritiba,22.897 (20.364 sócios),Não disponível,"R$ 593.675,00",Mineirão,28ª rodada do Campeonato Brasileiro 2015,2 × 0,às 18:30
